Id,SalePrice
1783,150110.2
1784,104664.68
1785,122827.695
1786,134221.98
1787,157024.19
1788,57237.734
1789,94473.83
1790,78521.625
1791,180160.02
1792,155275.22
1793,122801.44
1794,149360.75
1795,134813.05
1796,116292.53
1797,114200.34
1798,123072.05
1799,110803.08
1800,131414.31
1801,129090.05
1802,117668.71
1803,145570.03
1804,143037.62
1805,134639.34
1806,118767.375
1807,125788.41
1808,115806.56
1809,124544.086
1810,149182.08
1811,99275.44
1812,98613.11
1813,123128.445
1814,97772.77
1815,54459.977
1816,97695.4
1817,116400.305
1818,139831.5
1819,120102.734
1820,57243.504
1821,104747.9
1822,146308.6
1823,49478.28
1824,135713.02
1825,133090.98
1826,106616.78
1827,102792.93
1828,135782.27
1829,110933.305
1830,147427.17
1831,150125.06
1832,91927.42
1833,144765.39
1834,122152.81
1835,130603.56
1836,130679.72
1837,93151.03
1838,126092.52
1839,88083.24
1840,171223.7
1841,147919.73
1842,87289.15
1843,135916.05
1844,134374.94
1845,139123.47
1846,152016.2
1847,157961.47
1848,60737.543
1849,106977.15
1850,115416.5
1851,151282.86
1852,124738.57
1853,139786.06
1854,171628.17
1855,148699.5
1856,220177.17
1857,135992.33
1858,138809.23
1859,118758.33
1860,154704.23
1861,117335.46
1862,284443.6
1863,273683.72
1864,274170.34
1865,334885.1
1866,348241.97
1867,237502.44
1868,302857.66
1869,212194.1
1870,230611.7
1871,238202.58
1872,167069.36
1873,242241.05
1874,141193.5
1875,200915.83
1876,196166.08
1877,210429.83
1878,195910.69
1879,131633.12
1880,132852.94
1881,245746.08
1882,251680.8
1883,189885.9
1884,207464.86
1885,244422.22
1886,300350.9
1887,205027.4
1888,279808.34
1889,165570.31
1890,122707.3
1891,139531.11
1892,105501.62
1893,132942.44
1894,124743.7
1895,135387.05
1896,125050.984
1897,117018.28
1898,111564.164
1899,150727.12
1900,135000.89
1901,175352.92
1902,137318.33
1903,216896.92
1904,143058.19
1905,202890.05
1906,158148.47
1907,194511.02
1908,108796.85
1909,134739.7
1910,118418.42
1911,207245.28
1912,311240.34
1913,138883.66
1914,59508.61
1915,334980.28
1916,60135.234
1917,252611.02
1918,139701.19
1919,171351.25
1920,150740.8
1921,450091.53
1922,317975.62
1923,211681.66
1924,230263.42
1925,195139.06
1926,407691.12
1927,132462.67
1928,151413.83
1929,123906.664
1930,133419.2
1931,141914.75
1932,141217.81
1933,185357.45
1934,178490.78
1935,171557.86
1936,186949.4
1937,180694.14
1938,174139.92
1939,237647.16
1940,178782.53
1941,169307.58
1942,184242.94
1943,203228.69
1944,353511.94
1945,393036.7
1946,143974.1
1947,341565.25
1948,165120.28
1949,249763.22
1950,183762.06
1951,243069.64
1952,225682.84
1953,167962.42
1954,182430.86
1955,134467.14
1956,284705.28
1957,152576.86
1958,311433.62
1959,143249.6
1960,113693.77
1961,127164.07
1962,94363.85
1963,105038.79
1964,115944.35
1965,148490.7
1966,133850.33
1967,287532.78
1968,463763.0
1969,416776.16
1970,454184.34
1971,446611.56
1972,383441.88
1973,257320.56
1974,326112.53
1975,448625.5
1976,269057.6
1977,356418.88
1978,379364.66
1979,336610.62
1980,197829.56
1981,358485.4
1982,231286.0
1983,204917.22
1984,163893.34
1985,227594.77
1986,217142.45
1987,181213.31
1988,176203.53
1989,194039.69
1990,214800.34
1991,252678.77
1992,213370.66
1993,170421.33
1994,229728.77
1995,185373.19
1996,241490.77
1997,307862.94
1998,339146.7
1999,265641.97
2000,311651.38
2001,267989.12
2002,251326.2
2003,261367.52
2004,269567.66
2005,217121.39
2006,232790.25
2007,249345.97
2008,218945.36
2009,190537.7
2010,188186.83
2011,131906.36
2012,173930.6
2013,182690.61
2014,184973.64
2015,203030.05
2016,193571.47
2017,197238.78
2018,125711.62
2019,135975.42
2020,109425.836
2021,111120.67
2022,183551.36
2023,145387.75
2024,249784.9
2025,363755.34
2026,171083.69
2027,154636.38
2028,148047.75
2029,168011.94
2030,273067.03
2031,232587.88
2032,254848.3
2033,265188.16
2034,164281.16
2035,214765.06
2036,186378.39
2037,188743.42
2038,290575.7
2039,218929.5
2040,279261.34
2041,304775.9
2042,209975.69
2043,174906.48
2044,156136.8
2045,217204.81
2046,142140.78
2047,145947.5
2048,140420.22
2049,136644.38
2050,181278.89
2051,106719.89
2052,129294.77
2053,148053.75
2054,85478.17
2055,149157.36
2056,140817.06
2057,117302.09
2058,221512.53
2059,135805.56
2060,177880.47
2061,173490.14
2062,134338.86
2063,116576.086
2064,147336.77
2065,119379.586
2066,160527.97
2067,115989.64
2068,139631.27
2069,85877.52
2070,111582.375
2071,91671.96
2072,135213.17
2073,137124.56
2074,186199.47
2075,141859.31
2076,121981.57
2077,158236.38
2078,131228.6
2079,128236.67
2080,119155.82
2081,126813.12
2082,130453.23
2083,145554.97
2084,112445.984
2085,119597.21
2086,113347.75
2087,119251.37
2088,103305.914
2089,79358.27
2090,135248.22
2091,123556.664
2092,127181.74
2093,112584.99
2094,112799.7
2095,144639.75
2096,74504.49
2097,96370.195
2098,145327.75
2099,51411.234
2100,88762.91
2101,119333.984
2102,121515.58
2103,104845.414
2104,140881.44
2105,130332.914
2106,70943.42
2107,212529.42
2108,113458.02
2109,112666.195
2110,127494.15
2111,137828.17
2112,143922.75
2113,123884.38
2114,110255.69
2115,161606.0
2116,111346.13
2117,152577.23
2118,120910.57
2119,109173.164
2120,111418.07
2121,89531.72
2122,113033.46
2123,82457.51
2124,163756.61
2125,125487.74
2126,143718.44
2127,152274.52
2128,124598.87
2129,90307.71
2130,145795.6
2131,132627.72
2132,115599.59
2133,122240.48
2134,127019.195
2135,91105.375
2136,78786.305
2137,112720.63
2138,135497.31
2139,148597.45
2140,140133.92
2141,139245.44
2142,125093.64
2143,150107.16
2144,115142.44
2145,139626.64
2146,160686.64
2147,140381.39
2148,138292.36
2149,145710.77
2150,235680.25
2151,107921.33
2152,163065.44
2153,166365.11
2154,105305.125
2155,140178.66
2156,271714.62
2157,234700.48
2158,236377.83
2159,200359.58
2160,173640.25
2161,242139.44
2162,381856.66
2163,359133.44
2164,238224.06
2165,201121.08
2166,145905.98
2167,227071.53
2168,201849.72
2169,197499.66
2170,226348.6
2171,146671.88
2172,132657.33
2173,166945.03
2174,227671.86
2175,293292.84
2176,329334.5
2177,243923.64
2178,205206.34
2179,142895.25
2180,226737.94
2181,182702.78
2182,219684.42
2183,191512.34
2184,122848.47
2185,117570.82
2186,146361.2
2187,149722.92
2188,153872.69
2189,255570.64
2190,81415.26
2191,82568.89
2192,96218.9
2193,99619.055
2194,96404.75
2195,111140.484
2196,103071.65
2197,118715.766
2198,157990.22
2199,178657.44
2200,141715.34
2201,139924.42
2202,214653.44
2203,141208.92
2204,184084.5
2205,119995.76
2206,143340.88
2207,203158.48
2208,247308.95
2209,225686.72
2210,117771.94
2211,109773.43
2212,116193.15
2213,107346.805
2214,127980.2
2215,103526.35
2216,151412.02
2217,67498.48
2218,69681.12
2219,63607.152
2220,65225.98
2221,337649.7
2222,287273.3
2223,314128.2
2224,217128.86
2225,118853.945
2226,188413.56
2227,203661.4
2228,263762.72
2229,249678.36
2230,161355.75
2231,213435.77
2232,179587.64
2233,172875.48
2234,233595.62
2235,219488.89
2236,272784.78
2237,358433.28
2238,205247.97
2239,104691.4
2240,160103.42
2241,158007.81
2242,120516.24
2243,123968.72
2244,101965.88
2245,97525.54
2246,142065.34
2247,103237.93
2248,126747.14
2249,124943.664
2250,135224.38
2251,108130.88
2252,169733.33
2253,154253.47
2254,175080.1
2255,193205.02
2256,185171.28
2257,205491.12
2258,163769.78
2259,178722.45
2260,155715.61
2261,185147.48
2262,204818.11
2263,366372.84
2264,447623.1
2265,166373.11
2266,311760.72
2267,375836.0
2268,408034.72
2269,148807.3
2270,194706.84
2271,219496.98
2272,198846.62
2273,170464.86
2274,182273.0
2275,162184.81
2276,196678.17
2277,182131.61
2278,148534.42
2279,128838.57
2280,115157.51
2281,171407.62
2282,185314.77
2283,101211.33
2284,108845.1
2285,135103.95
2286,124911.64
2287,355099.28
2288,275757.78
2289,407006.97
2290,471703.72
2291,326280.22
2292,455409.56
2293,500002.9
2294,431457.5
2295,449952.53
2296,300440.84
2297,325713.1
2298,327969.66
2299,390550.3
2300,334480.03
2301,291079.38
2302,247597.6
2303,237754.95
2304,240063.6
2305,187134.34
2306,185542.27
2307,193610.33
2308,214182.64
2309,283356.03
2310,210369.05
2311,189928.81
2312,177879.17
2313,178374.33
2314,168442.69
2315,171799.73
2316,185943.14
2317,187031.08
2318,177614.34
2319,179897.62
2320,189855.02
2321,241659.62
2322,169121.19
2323,186933.31
2324,165350.2
2325,214869.1
2326,168999.7
2327,208910.5
2328,229411.89
2329,187967.7
2330,179248.52
2331,371474.1
2332,400682.2
2333,327076.12
2334,254893.27
2335,257845.8
2336,328608.44
2337,207295.2
2338,280054.97
2339,210276.1
2340,391991.16
2341,216337.47
2342,232570.94
2343,227003.05
2344,216947.75
2345,237908.97
2346,219354.16
2347,200543.67
2348,239820.88
2349,173293.98
2350,291406.94
2351,257458.8
2352,255285.62
2353,247476.69
2354,132052.73
2355,137930.3
2356,153365.5
2357,198457.31
2358,195638.27
2359,129299.96
2360,116775.234
2361,147186.27
2362,278369.8
2363,139323.4
2364,150663.48
2365,220918.53
2366,185938.4
2367,214307.92
2368,220002.8
2369,214259.6
2370,167657.17
2371,169977.55
2372,194370.72
2373,276709.44
2374,312534.3
2375,256159.52
2376,289712.12
2377,363402.53
2378,139896.38
2379,195623.5
2380,141635.77
2381,165784.17
2382,199148.62
2383,203303.88
2384,246781.72
2385,162014.23
2386,135169.19
2387,138131.83
2388,93530.695
2389,124456.555
2390,147001.64
2391,141927.56
2392,114705.055
2393,169587.67
2394,142790.02
2395,200157.12
2396,148991.19
2397,216833.84
2398,129019.6
2399,64273.79
2400,62694.285
2401,113215.66
2402,137964.95
2403,137919.34
2404,148792.23
2405,163989.4
2406,142417.45
2407,125636.055
2408,144706.52
2409,123941.62
2410,163584.27
2411,119876.52
2412,152175.28
2413,134655.27
2414,143646.69
2415,133455.17
2416,126437.76
2417,131376.16
2418,131151.16
2419,134600.33
2420,124397.45
2421,148638.55
2422,114453.4
2423,122465.164
2424,147348.34
2425,202667.28
2426,130789.266
2427,138366.14
2428,181790.17
2429,112846.305
2430,134627.55
2431,112026.54
2432,144751.8
2433,149207.69
2434,135498.28
2435,150182.73
2436,105837.4
2437,106890.164
2438,125269.16
2439,110297.69
2440,121947.49
2441,93273.44
2442,96917.01
2443,120761.02
2444,127688.48
2445,79387.305
2446,132081.9
2447,178821.44
2448,134877.97
2449,106495.22
2450,148619.77
2451,128599.6
2452,197197.23
2453,92425.99
2454,119514.68
2455,118660.016
2456,133929.0
2457,126541.39
2458,118025.09
2459,113872.6
2460,133704.67
2461,120863.77
2462,138164.9
2463,123920.64
2464,176822.17
2465,136868.03
2466,115971.336
2467,138283.34
2468,77286.164
2469,77950.4
2470,184750.25
2471,204918.23
2472,158367.19
2473,120492.49
2474,86464.9
2475,226224.62
2476,117322.69
2477,128788.62
2478,148958.52
2479,111681.94
2480,156230.03
2481,123762.87
2482,133030.14
2483,118493.34
2484,128130.484
2485,130580.75
2486,153096.05
2487,160142.19
2488,156587.88
2489,150000.48
2490,154098.12
2491,88751.82
2492,184769.73
2493,143394.72
2494,144482.27
2495,92974.38
2496,241931.6
2497,152681.5
2498,113935.12
2499,89503.086
2500,134212.62
2501,135811.84
2502,146458.64
2503,90859.36
2504,179162.72
2505,225489.6
2506,261603.19
2507,287258.2
2508,261002.11
2509,213889.84
2510,216350.47
2511,174221.05
2512,208183.66
2513,219252.34
2514,262599.12
2515,154373.17
2516,166852.52
2517,141000.72
2518,155279.11
2519,228993.31
2520,210497.84
2521,188961.47
2522,220858.02
2523,118960.66
2524,138158.52
2525,148271.25
2526,136604.25
2527,117746.7
2528,126148.78
2529,134585.52
2530,120386.7
2531,256402.88
2532,223458.14
2533,197560.3
2534,228190.12
2535,315394.44
2536,228363.06
2537,232621.73
2538,183630.55
2539,189427.8
2540,178275.81
2541,184875.47
2542,170175.2
2543,129764.81
2544,120873.695
2545,134954.58
2546,127212.01
2547,133507.72
2548,148775.9
2549,157460.5
2550,204282.17
2551,141597.92
2552,128994.66
2553,79034.26
2554,99908.73
2555,111466.914
2556,103309.51
2557,110023.37
2558,142085.92
2559,134626.75
2560,144138.19
2561,136436.61
2562,130414.29
2563,148685.86
2564,200535.11
2565,134709.6
2566,161526.34
2567,132831.42
2568,189204.58
2569,203388.55
2570,114420.12
2571,181070.38
2572,151597.2
2573,211589.89
2574,294462.97
2575,132196.45
2576,124582.31
2577,152901.95
2578,85095.49
2579,63623.277
2580,113835.24
2581,106777.94
2582,103421.88
2583,277330.16
2584,171564.48
2585,178731.97
2586,216488.55
2587,197798.95
2588,145189.83
2589,148363.69
2590,215048.06
2591,210390.94
2592,217330.66
2593,250377.47
2594,177660.7
2595,195982.48
2596,310333.94
2597,182732.64
2598,288223.03
2599,302941.56
2600,139898.03
2601,147204.5
2602,79783.55
2603,95484.06
2604,86120.66
2605,76308.74
2606,150448.11
2607,205554.92
2608,199094.98
2609,170140.77
2610,111522.16
2611,120798.99
2612,156654.78
2613,131486.33
2614,133117.58
2615,155279.48
2616,145998.06
2617,181925.12
2618,189158.4
2619,191694.92
2620,186655.3
2621,175344.03
2622,181371.28
2623,245668.45
2624,321834.78
2625,294919.1
2626,175867.05
2627,161220.72
2628,468133.7
2629,515772.88
2630,351292.78
2631,471182.97
2632,438576.47
2633,321931.7
2634,405811.62
2635,157455.03
2636,180784.9
2637,179981.84
2638,260261.28
2639,187519.8
2640,155283.39
2641,111265.95
2642,187526.4
2643,99959.555
2644,125304.38
2645,102070.9
2646,95403.03
2647,102887.414
2648,143773.28
2649,143814.83
2650,134608.28
2651,144001.66
2652,422038.53
2653,246073.89
2654,237345.78
2655,400476.06
2656,301642.47
2657,342862.12
2658,294269.22
2659,303544.03
2660,363443.38
2661,344159.03
2662,351327.7
2663,274435.6
2664,268831.47
2665,332066.56
2666,285080.12
2667,162537.45
2668,175617.31
2669,173767.02
2670,270391.03
2671,177644.83
2672,194279.92
2673,206983.44
2674,202929.19
2675,166068.58
2676,190751.48
2677,190453.23
2678,262569.7
2679,269037.47
2680,279692.84
2681,401803.34
2682,315963.78
2683,530098.5
2684,322384.84
2685,323881.2
2686,252826.25
2687,332007.62
2688,210937.45
2689,193487.2
2690,465134.7
2691,188098.02
2692,125114.54
2693,188902.73
2694,123394.03
2695,196487.12
2696,187289.23
2697,186921.06
2698,183557.6
2699,168164.62
2700,156610.92
2701,145934.81
2702,111104.61
2703,117566.14
2704,140480.38
2705,122789.91
2706,114931.78
2707,125068.93
2708,134778.61
2709,101907.34
2710,123103.71
2711,287802.6
2712,360873.25
2713,166589.28
2714,147779.0
2715,171448.73
2716,140090.2
2717,182239.69
2718,223223.03
2719,159854.52
2720,174438.11
2721,138682.9
2722,170590.77
2723,141622.81
2724,134220.88
2725,135089.1
2726,147167.34
2727,177081.67
2728,173721.95
2729,148336.11
2730,144649.22
2731,123059.91
2732,125777.75
2733,159596.28
2734,151739.5
2735,137260.6
2736,145682.16
2737,122664.22
2738,135789.02
2739,160471.39
2740,134351.25
2741,146592.97
2742,151559.2
2743,148024.3
2744,156816.1
2745,137513.52
2746,137405.22
2747,141991.97
2748,122538.81
2749,129266.27
2750,139017.77
2751,137235.55
2752,181864.34
2753,154958.4
2754,235636.6
2755,129156.27
2756,91476.484
2757,67821.23
2758,81281.77
2759,153024.73
2760,123277.96
2761,148407.02
2762,145609.55
2763,181444.61
2764,143592.92
2765,288372.72
2766,134465.55
2767,86815.984
2768,132777.61
2769,131899.05
2770,140138.4
2771,111249.484
2772,114307.5
2773,162470.95
2774,141763.98
2775,114973.42
2776,135480.97
2777,149637.95
2778,101972.14
2779,116780.836
2780,98595.8
2781,98134.234
2782,100382.65
2783,106737.01
2784,125298.92
2785,136966.14
2786,68526.945
2787,121121.54
2788,78084.016
2789,177261.47
2790,92661.67
2791,114757.734
2792,62500.574
2793,152538.42
2794,105328.96
2795,119273.305
2796,99253.53
2797,197677.3
2798,113535.4
2799,111720.1
2800,70682.58
2801,107516.03
2802,134558.14
2803,161739.44
2804,130314.77
2805,96781.63
2806,85935.05
2807,160330.44
2808,153729.33
2809,137052.8
2810,133717.94
2811,163470.97
2812,152306.53
2813,152645.22
2814,150453.67
2815,97884.44
2816,250535.31
2817,158615.69
2818,131083.36
2819,164313.92
2820,140112.31
2821,108326.63
2822,193122.56
2823,294260.34
2824,188211.28
2825,140317.28
2826,127965.43
2827,132970.1
2828,217587.12
2829,204926.73
2830,228340.0
2831,174898.67
2832,252809.3
2833,294431.9
2834,216345.7
2835,219595.39
2836,195431.9
2837,151469.31
2838,148045.45
2839,178713.81
2840,203354.28
2841,208254.2
2842,234211.95
2843,152822.53
2844,161294.22
2845,118874.555
2846,214271.94
2847,198505.22
2848,212987.95
2849,201096.55
2850,277074.34
2851,221003.52
2852,227802.02
2853,237171.95
2854,140159.86
2855,199834.72
2856,202089.03
2857,189902.75
2858,198182.78
2859,130887.32
2860,125522.29
2861,127199.42
2862,190049.73
2863,127183.54
2864,246063.83
2865,139085.86
2866,132734.0
2867,95004.9
2868,97160.11
2869,115737.39
2870,129427.64
2871,82744.89
2872,48684.492
2873,101653.55
2874,141601.12
2875,118856.45
2876,162673.48
2877,138364.34
2878,168467.83
2879,139029.95
2880,98434.03
2881,146809.73
2882,172497.6
2883,202910.11
2884,196787.19
2885,189951.66
2886,229277.36
2887,91195.05
2888,134641.89
2889,59846.57
2890,82780.16
2891,139493.38
2892,52741.42
2893,78455.984
2894,56251.555
2895,315219.25
2896,281603.66
2897,203718.61
2898,145262.22
2899,208170.66
2900,161841.72
2901,202357.06
2902,179372.11
2903,328174.94
2904,346754.66
2905,92728.47
2906,207897.64
2907,111395.86
2908,133150.94
2909,146399.38
2910,80662.39
2911,77813.234
2912,148362.45
2913,84899.76
2914,76930.27
2915,81600.22
2916,81103.41
2917,161941.17
2918,113804.945
2919,214979.52
